id,prompt,intent,task_type,reasoning_chain_detected,d1,d2,d3,d4,d5,complexity_score,tier,complexity,original_complexity,research_signals,confidence,low_confidence_flag,task_description,expected_answer,prompting_techniques,prompt_type,phrasing_style,domain,source
aug_v3_t3_053,"Generate SPARQL queries for a knowledge graph about cybersecurity transformation. The ontology includes vendors, controls, risks, systems, owners, and evidence related to zero trust, identity governance, audit findings, and board risk. Include prefixes and explain each query. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 3: emphasize vendor tradeoffs.",STRATEGIC,sparql_generation,True,1.0,1.0,1.0,1.0,1.0,1.0,T3,high,,"[""security"", ""regulatory_compliance""]",,False,Phase2-style T3 prompt for cybersecurity transformation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_054,"Create a complete implementation package for cybersecurity transformation. It must include an executive summary, target-state architecture, operating model, roadmap, RACI, risk register, and migration plan covering zero trust, identity governance, audit findings, and board risk. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 4: emphasize timeline sequencing.",STRATEGIC,generation,True,1.0,0.75,1.0,0.75,1.0,0.9125,T3,high,,"[""security"", ""regulatory_compliance""]",,False,Phase2-style T3 prompt for cybersecurity transformation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_055,"Design Python pseudocode and SQL validation checks for cybersecurity transformation. The solution must process governance evidence, score risk, generate audit-ready reports, and handle edge cases involving zero trust, identity governance, audit findings, and board risk. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 5: emphasize governance controls.",STRATEGIC,coding,True,1.0,0.75,0.75,1.0,1.0,0.9,T3,high,,"[""security"", ""regulatory_compliance""]",,False,Phase2-style T3 prompt for cybersecurity transformation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_056,"Reformat the raw policy notes for cybersecurity transformation into a strict JSON schema plus a markdown executive summary. Preserve all controls, exceptions, owners, dates, and evidence fields related to zero trust, identity governance, audit findings, and board risk. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 6: emphasize operating model.",STRATEGIC,formatting,True,1.0,1.0,0.75,1.0,0.75,0.925,T3,high,,"[""security"", ""regulatory_compliance""]",,False,Phase2-style T3 prompt for cybersecurity transformation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_057,"Design a strategic recommendation for cybersecurity transformation. The board needs a decision memo that synthesizes zero trust, identity governance, audit findings, and board risk. Include options, tradeoffs, phased risks, success metrics, and a final recommendation. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 7: emphasize risk quantification.",SYNTHETIC,reasoning,True,0.75,1.0,1.0,1.0,0.75,0.8875,T3,high,,"[""security"", ""regulatory_compliance""]",,False,Phase2-style T3 prompt for cybersecurity transformation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_058,"Summarize the attached executive packet for cybersecurity transformation, then turn it into a board-ready brief. The packet covers zero trust, identity governance, audit findings, and board risk. Include key decisions, unresolved risks, evidence gaps, and recommended next actions. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 8: emphasize vendor tradeoffs.",STRATEGIC,summarisation,True,1.0,1.0,1.0,1.0,1.0,1.0,T3,high,,"[""security"", ""regulatory_compliance""]",,False,Phase2-style T3 prompt for cybersecurity transformation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_059,"Classify the following portfolio items for cybersecurity transformation into risk tiers and investment priorities. Explain the criteria and apply them to examples involving zero trust, identity governance, audit findings, and board risk. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 9: emphasize timeline sequencing.",STRATEGIC,classification,True,1.0,0.75,1.0,0.75,1.0,0.9125,T3,high,,"[""security"", ""regulatory_compliance""]",,False,Phase2-style T3 prompt for cybersecurity transformation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_060,"Generate SPARQL queries for a knowledge graph about cybersecurity transformation. The ontology includes vendors, controls, risks, systems, owners, and evidence related to zero trust, identity governance, audit findings, and board risk. Include prefixes and explain each query. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 10: emphasize governance controls.",STRATEGIC,sparql_generation,True,1.0,0.75,0.75,1.0,1.0,0.9,T3,high,,"[""security"", ""regulatory_compliance""]",,False,Phase2-style T3 prompt for cybersecurity transformation,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_061,"Reformat the raw policy notes for competitive product strategy into a strict JSON schema plus a markdown executive summary. Preserve all controls, exceptions, owners, dates, and evidence fields related to market benchmarks, pricing, customer segments, and roadmap tradeoffs. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 1: emphasize operating model.",STRATEGIC,formatting,True,1.0,1.0,0.75,1.0,0.75,0.925,T3,high,,"[""competitive_analysis"", ""market_research""]",,False,Phase2-style T3 prompt for competitive product strategy,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_062,"Design a strategic recommendation for competitive product strategy. The board needs a decision memo that synthesizes market benchmarks, pricing, customer segments, and roadmap tradeoffs. Include options, tradeoffs, phased risks, success metrics, and a final recommendation. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 2: emphasize risk quantification.",SYNTHETIC,reasoning,True,0.75,1.0,1.0,1.0,0.75,0.8875,T3,high,,"[""competitive_analysis"", ""market_research""]",,False,Phase2-style T3 prompt for competitive product strategy,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_063,"Summarize the attached executive packet for competitive product strategy, then turn it into a board-ready brief. The packet covers market benchmarks, pricing, customer segments, and roadmap tradeoffs. Include key decisions, unresolved risks, evidence gaps, and recommended next actions. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 3: emphasize vendor tradeoffs.",STRATEGIC,summarisation,True,1.0,1.0,1.0,1.0,1.0,1.0,T3,high,,"[""competitive_analysis"", ""market_research""]",,False,Phase2-style T3 prompt for competitive product strategy,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_064,"Classify the following portfolio items for competitive product strategy into risk tiers and investment priorities. Explain the criteria and apply them to examples involving market benchmarks, pricing, customer segments, and roadmap tradeoffs. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 4: emphasize timeline sequencing.",STRATEGIC,classification,True,1.0,0.75,1.0,0.75,1.0,0.9125,T3,high,,"[""competitive_analysis"", ""market_research""]",,False,Phase2-style T3 prompt for competitive product strategy,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_065,"Generate SPARQL queries for a knowledge graph about competitive product strategy. The ontology includes vendors, controls, risks, systems, owners, and evidence related to market benchmarks, pricing, customer segments, and roadmap tradeoffs. Include prefixes and explain each query. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 5: emphasize governance controls.",STRATEGIC,sparql_generation,True,1.0,0.75,0.75,1.0,1.0,0.9,T3,high,,"[""competitive_analysis"", ""market_research""]",,False,Phase2-style T3 prompt for competitive product strategy,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_066,"Create a complete implementation package for competitive product strategy. It must include an executive summary, target-state architecture, operating model, roadmap, RACI, risk register, and migration plan covering market benchmarks, pricing, customer segments, and roadmap tradeoffs. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 6: emphasize operating model.",STRATEGIC,generation,True,1.0,1.0,0.75,1.0,0.75,0.925,T3,high,,"[""competitive_analysis"", ""market_research""]",,False,Phase2-style T3 prompt for competitive product strategy,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_067,"Design Python pseudocode and SQL validation checks for competitive product strategy. The solution must process governance evidence, score risk, generate audit-ready reports, and handle edge cases involving market benchmarks, pricing, customer segments, and roadmap tradeoffs. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 7: emphasize risk quantification.",SYNTHETIC,coding,True,0.75,1.0,1.0,1.0,0.75,0.8875,T3,high,,"[""competitive_analysis"", ""market_research""]",,False,Phase2-style T3 prompt for competitive product strategy,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_068,"Reformat the raw policy notes for competitive product strategy into a strict JSON schema plus a markdown executive summary. Preserve all controls, exceptions, owners, dates, and evidence fields related to market benchmarks, pricing, customer segments, and roadmap tradeoffs. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 8: emphasize vendor tradeoffs.",STRATEGIC,formatting,True,1.0,1.0,1.0,1.0,1.0,1.0,T3,high,,"[""competitive_analysis"", ""market_research""]",,False,Phase2-style T3 prompt for competitive product strategy,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_069,"Design a strategic recommendation for competitive product strategy. The board needs a decision memo that synthesizes market benchmarks, pricing, customer segments, and roadmap tradeoffs. Include options, tradeoffs, phased risks, success metrics, and a final recommendation. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 9: emphasize timeline sequencing.",STRATEGIC,reasoning,True,1.0,0.75,1.0,0.75,1.0,0.9125,T3,high,,"[""competitive_analysis"", ""market_research""]",,False,Phase2-style T3 prompt for competitive product strategy,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_070,"Summarize the attached executive packet for competitive product strategy, then turn it into a board-ready brief. The packet covers market benchmarks, pricing, customer segments, and roadmap tradeoffs. Include key decisions, unresolved risks, evidence gaps, and recommended next actions. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 10: emphasize governance controls.",STRATEGIC,summarisation,True,1.0,0.75,0.75,1.0,1.0,0.9,T3,high,,"[""competitive_analysis"", ""market_research""]",,False,Phase2-style T3 prompt for competitive product strategy,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_071,"Create a complete implementation package for GenAI vendor selection. It must include an executive summary, target-state architecture, operating model, roadmap, RACI, risk register, and migration plan covering RFP scoring, legal review, data retention, and deployment architecture. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 1: emphasize operating model.",STRATEGIC,generation,True,1.0,1.0,0.75,1.0,0.75,0.925,T3,high,,"[""vendor_analysis"", ""ai_governance"", ""security""]",,False,Phase2-style T3 prompt for GenAI vendor selection,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_072,"Design Python pseudocode and SQL validation checks for GenAI vendor selection. The solution must process governance evidence, score risk, generate audit-ready reports, and handle edge cases involving RFP scoring, legal review, data retention, and deployment architecture. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 2: emphasize risk quantification.",SYNTHETIC,coding,True,0.75,1.0,1.0,1.0,0.75,0.8875,T3,high,,"[""vendor_analysis"", ""ai_governance"", ""security""]",,False,Phase2-style T3 prompt for GenAI vendor selection,,,AUGMENTED_T3,,,aug_v3
aug_v3_t3_073,"Reformat the raw policy notes for GenAI vendor selection into a strict JSON schema plus a markdown executive summary. Preserve all controls, exceptions, owners, dates, and evidence fields related to RFP scoring, legal review, data retention, and deployment architecture. Make the output detailed enough for executive, technical, legal, and operating stakeholders. Scenario variant 3: emphasize vendor tradeoffs.",STRATEGIC,formatting,True,1.0,1.0,1.0,1.0,1.0,1.0,T3,high,,"[""vendor_analysis"", ""ai_governance"", ""security""]",,False,Phase2-style T3 prompt for GenAI vendor selection,,,AUGMENTED_T3,,,aug_v3
