prompt,use_case,prompt_complexity,clarity,old_prompt_complexity,complexity_reason,label_source
Write a Python function that connects to a SQLite database creates a users table inserts a record and fetches all rows.,code-generation,mid,CLEAR,mid,"Database connection, table creation, insertion, and fetching require multiple steps and API usage.",openai:gpt-4.1-mini
Write a Python function that generates all permutations of a given string without using itertools.,code-generation,mid,CLEAR,mid,"Generating all permutations without itertools requires recursive or iterative algorithm design, moderate complexity.",openai:gpt-4.1-mini
Write a Python function that parses a CSV string into a list of dictionaries using the header row as keys.,code-generation,mid,CLEAR,mid,"Parsing CSV string into list of dictionaries involves string processing and data structure construction, moderate complexity.",openai:gpt-4.1-mini
Write a Python function that parses a log file and extracts all lines with ERROR level returning them with their timestamps.,code-generation,mid,CLEAR,mid,"Requires parsing log files and extracting specific lines with timestamps, involving file handling and string processing.",openai:gpt-4.1-mini
Write a Python function that reads a JSON file updates a specific key's value and writes the result back to the file.,code-generation,low,CLEAR,mid,Simple file read-update-write operation on JSON with a single key update.,openai:gpt-4.1-mini
Write a Python function that scrapes the title and URL of all links from a given webpage using BeautifulSoup.,code-generation,mid,CLEAR,mid,Web scraping with BeautifulSoup involves HTML parsing and extracting multiple elements.,openai:gpt-4.1-mini
Write a Python function that takes a list of employee dictionaries with name age department fields and groups them by department.,code-generation,low,CLEAR,mid,Grouping a list of dictionaries by a key is straightforward data manipulation.,openai:gpt-4.1-mini
Write a Python function that takes a list of intervals and merges all overlapping ones into a minimal set.,code-generation,mid,CLEAR,mid,Merging overlapping intervals requires sorting and interval merging logic.,openai:gpt-4.1-mini
Write a Python function that takes a list of transactions each with date amount and category and returns a monthly summary grouped by category.,code-generation,mid,CLEAR,mid,Summarizing transactions by month and category involves grouping and aggregation.,openai:gpt-4.1-mini
Write a Python function that takes a nested dictionary of arbitrary depth and flattens it into a single-level dictionary with dot-separated keys.,code-generation,mid,CLEAR,mid,Flattening nested dictionaries of arbitrary depth requires recursive logic and key manipulation.,openai:gpt-4.1-mini
Write a Python function that takes two sorted lists and merges them into a single sorted list without using sort().,code-generation,low,CLEAR,mid,Merging two sorted lists without sorting is a classic simple merge algorithm.,openai:gpt-4.1-mini
Write a Python function that uses memoization to solve the 0/1 knapsack problem given weights values and a capacity.,code-generation,mid,CLEAR,mid,Implementing memoization for 0/1 knapsack involves dynamic programming and recursion.,openai:gpt-4.1-mini
Write a Python function that validates a JSON schema given a schema dict and a data dict check that all required fields exist and have the correct types.,code-generation,mid,CLEAR,mid,Validating JSON schema with type and required field checks involves multiple validation steps.,openai:gpt-4.1-mini
Write a Python function that validates an email address using a regular expression and returns True or False.,code-generation,low,CLEAR,mid,"Simple function to validate email with regex, straightforward implementation.",openai:gpt-4.1-mini
Write a Python function to remove duplicates from a list while preserving order.,text-generation,low,CLEAR,low,"Basic function to remove duplicates preserving order, a common simple task.",openai:gpt-4.1-mini
Write a Python script that monitors a directory for new files and prints the filename and creation time whenever a new file appears.,code-generation,mid,CLEAR,mid,"Requires monitoring filesystem events and handling asynchronous or event-driven code, moderate complexity.",openai:gpt-4.1-mini
Write a Python script that reads a large text file line by line and counts the frequency of each word using a generator.,code-generation,mid,CLEAR,mid,Reading large file line by line with generator and counting word frequency involves multiple steps and efficient memory handling.,openai:gpt-4.1-mini
Write a report about feedback loops,text-generation,mid,PARTIAL,high,Writing a report on feedback loops requires moderate reasoning and structuring but no complex constraints.,openai:gpt-4.1-mini
Write a report analyzing how prioritization strategies affect final system outcomes,text-generation,mid,PARTIAL,high,Analyzing prioritization strategies and their effects requires moderate reasoning and structured report writing.,openai:gpt-4.1-mini
Write a report describing importance of feedback in product improvement,text-generation,mid,PARTIAL,mid,Report on importance of feedback in product improvement involves moderate reasoning and explanation.,openai:gpt-4.1-mini
Write a script that connects to a database and does some queries.,code-generation,mid,PARTIAL,mid,Connecting to a database and performing queries requires moderate coding and handling of database operations.,openai:gpt-4.1-mini
Write a short email asking for permission to submit an assignment late,text-generation,low,CLEAR,low,"Short email with a simple request, straightforward writing task.",openai:gpt-4.1-mini
Write a short email requesting clarification about a task with details,text-generation,mid,CLEAR,low,Short email requesting clarification with details requires more nuanced writing and inclusion of specific information.,openai:gpt-4.1-mini
Write a short email requesting notes from a missed class due to absence,text-generation,low,CLEAR,low,Simple writing task with a straightforward instruction to write a short email requesting notes.,openai:gpt-4.1-mini
Write a short explanation about being kind,text-generation,low,PARTIAL,low,Basic writing prompt to write a short explanation about kindness with minimal constraints.,openai:gpt-4.1-mini
Write a short explanation about saving money,text-generation,low,PARTIAL,low,Simple writing prompt to write a short explanation about saving money without additional constraints.,openai:gpt-4.1-mini
Write a short explanation about something,text-generation,low,PARTIAL,low,Very general and simple prompt to write a short explanation about an unspecified topic.,openai:gpt-4.1-mini
Write a short explanation about something helpful,text-generation,low,PARTIAL,low,"Basic writing prompt to write a short explanation about something helpful, straightforward task.",openai:gpt-4.1-mini
Write a short explanation about something useful,text-generation,low,PARTIAL,low,Simple writing prompt to write a short explanation about something useful with no complex requirements.,openai:gpt-4.1-mini
Write a short explanation about why people should exercise regularly,text-generation,low,PARTIAL,low,"Basic writing prompt to write a short explanation about why people should exercise regularly, straightforward.",openai:gpt-4.1-mini
Write a short explanation of why helping others is important in society,text-generation,low,CLEAR,low,Simple writing prompt to write a short explanation about the importance of helping others in society.,openai:gpt-4.1-mini
Write a short explanation of why honesty is important in friendships,text-generation,low,CLEAR,low,"Basic writing prompt to write a short explanation about honesty in friendships, straightforward.",openai:gpt-4.1-mini
Write a short explanation of why planning ahead is useful,text-generation,low,CLEAR,low,Simple writing prompt to write a short explanation about the usefulness of planning ahead.,openai:gpt-4.1-mini
Write a short explanation of why rules are needed,text-generation,low,PARTIAL,low,Simple factual explanation with minimal constraints.,openai:gpt-4.1-mini
Write a short paragraph describing your favorite place and why you like it,text-generation,low,CLEAR,low,Basic descriptive writing with a single instruction.,openai:gpt-4.1-mini
Write a simple email asking your teacher for leave for one day due to illness,text-generation,low,CLEAR,low,Simple email writing task with straightforward content.,openai:gpt-4.1-mini
Write a step-by-step guide for improving productivity during exam preparation,text-generation,mid,CLEAR,mid,"Requires step-by-step guide with multiple instructions, moderate reasoning.",openai:gpt-4.1-mini
Write a story about anything,text-generation,low,UNCLEAR,low,Open-ended story writing with no constraints or complexity.,openai:gpt-4.1-mini
Write a story about something good happening,text-generation,low,UNCLEAR,low,"Simple story writing with a positive theme, minimal complexity.",openai:gpt-4.1-mini
Write a structured explanation of how adversarial conditions impact system robustness with examples,text-generation,mid,CLEAR,high,"Structured explanation with examples on a technical topic, moderate complexity.",openai:gpt-4.1-mini
Write a structured explanation of how cloud storage works with examples,text-generation,mid,CLEAR,mid,"Structured explanation with examples on a technical system, moderate complexity.",openai:gpt-4.1-mini
Write a structured explanation of how teamwork improves project outcomes,text-generation,mid,CLEAR,mid,"Structured explanation with examples on teamwork impact, moderate complexity.",openai:gpt-4.1-mini
Write a structured guide for organizing a small event,text-generation,mid,PARTIAL,mid,Structured guide writing with multiple steps and partial clarity.,openai:gpt-4.1-mini
Write a system that handles everything for a web app.,code-generation,high,UNCLEAR,high,"The prompt requires designing and implementing a complete system for a web app, which involves system design, multiple components, and handling various aspects, making it a high complexity task.",openai:gpt-4.1-mini
Write a technical article describing how hidden dependencies can lead to large-scale system failures,text-generation,mid,CLEAR,high,Writing a technical article on hidden dependencies and system failures requires moderate reasoning and structured explanation but is a single focused writing task.,openai:gpt-4.1-mini
Write a technical explanation showing how randomness affects predictability in complex systems,text-generation,mid,PARTIAL,high,Explaining how randomness affects predictability in complex systems requires moderate reasoning and technical explanation but is a single focused writing task.,openai:gpt-4.1-mini
Write about adversarial situations in systems,text-generation,low,PARTIAL,high,The prompt is a general writing task about adversarial situations in systems without detailed constraints or complex reasoning.,openai:gpt-4.1-mini
Write about cloud storage,text-generation,low,PARTIAL,mid,A general writing prompt about cloud storage with no specific constraints or complex reasoning.,openai:gpt-4.1-mini
Write about communication,text-generation,low,PARTIAL,mid,A general writing prompt about communication without detailed instructions or complexity.,openai:gpt-4.1-mini
Write about dependencies causing issues,text-generation,low,PARTIAL,high,"A general writing prompt about dependencies causing issues, straightforward and without complex constraints.",openai:gpt-4.1-mini
Write about design flaws causing failures,text-generation,low,PARTIAL,high,"A general writing prompt about design flaws causing failures, simple and direct.",openai:gpt-4.1-mini
Write about detecting inconsistencies in systems,text-generation,low,PARTIAL,high,"A general writing prompt about detecting inconsistencies in systems, straightforward and without complex constraints.",openai:gpt-4.1-mini
Write about failures spreading in systems and how they can be handled,text-generation,mid,PARTIAL,high,Writing about failures spreading in systems and how to handle them requires moderate reasoning about system behavior and mitigation strategies.,openai:gpt-4.1-mini
Write about feedback in systems,text-generation,low,PARTIAL,high,Simple writing prompt with a general topic and minimal constraints.,openai:gpt-4.1-mini
Write about habits,text-generation,low,PARTIAL,mid,Simple writing prompt with a general topic and minimal constraints.,openai:gpt-4.1-mini
Write about problems in systems,text-generation,low,PARTIAL,high,Simple writing prompt with a general topic and minimal constraints.,openai:gpt-4.1-mini
Write about randomness in systems,text-generation,low,PARTIAL,high,Simple writing prompt with a general topic and minimal constraints.,openai:gpt-4.1-mini
Write about social media,text-generation,low,PARTIAL,mid,Simple writing prompt with a general topic and minimal constraints.,openai:gpt-4.1-mini
Write about social media impact,text-generation,low,PARTIAL,mid,Simple writing prompt with a general topic and minimal constraints.,openai:gpt-4.1-mini
Write about stress,text-generation,low,PARTIAL,mid,Simple writing prompt with a general topic and minimal constraints.,openai:gpt-4.1-mini
Write about teamwork,text-generation,low,PARTIAL,mid,Simple writing prompt with a general topic and minimal constraints.,openai:gpt-4.1-mini
Write an article about advantages and disadvantages of remote work,text-generation,mid,CLEAR,mid,"Writing prompt requiring an article covering both advantages and disadvantages, implying multiple points and some structure.",openai:gpt-4.1-mini
Write an email about misunderstanding,text-generation,low,PARTIAL,mid,Simple writing prompt for an email with a straightforward topic and minimal constraints.,openai:gpt-4.1-mini
Write an email asking for deadline extension with reasons,text-generation,mid,PARTIAL,mid,"Requires composing an email with reasons for deadline extension, involving moderate reasoning and structuring of content.",openai:gpt-4.1-mini
Write an email for client update on project status.,text-generation,mid,PARTIAL,low,"Requires writing an email updating a client on project status, involving moderate reasoning and appropriate tone.",openai:gpt-4.1-mini
Write an explanation of teamwork benefits,text-generation,low,PARTIAL,mid,"Simple explanation of teamwork benefits, straightforward factual or conceptual writing.",openai:gpt-4.1-mini
Write any story,text-generation,low,UNCLEAR,low,"Open-ended story writing with no constraints, simple creative task.",openai:gpt-4.1-mini
Write anything,text-generation,low,UNCLEAR,low,"Very open-ended prompt with no constraints, simple creative or factual generation.",openai:gpt-4.1-mini
Write code that does some kind of sorting on data with a few conditions.,code-generation,mid,PARTIAL,mid,Code generation for sorting with some conditions requires moderate reasoning and implementation.,openai:gpt-4.1-mini
Write code that scrapes some data from a website and saves it.,code-generation,mid,PARTIAL,mid,Code to scrape data from a website and save it involves moderate complexity including web scraping and file handling.,openai:gpt-4.1-mini
Write guide about focus,text-generation,mid,PARTIAL,mid,Writing a guide about focus requires moderate reasoning and structuring of content.,openai:gpt-4.1-mini
Write guide about planning,text-generation,mid,PARTIAL,mid,Writing a guide about planning involves moderate reasoning and content organization.,openai:gpt-4.1-mini
Write guide for event,text-generation,mid,PARTIAL,mid,Writing a guide for an event requires moderate reasoning and structuring of information.,openai:gpt-4.1-mini
Write guide for something,text-generation,low,UNCLEAR,mid,"The prompt is a simple, open-ended request to write a guide without specific constraints or complexity.",openai:gpt-4.1-mini
Write report about prioritization strategies,text-generation,mid,PARTIAL,high,"Writing a report about prioritization strategies requires some moderate reasoning and structured content, making it more complex than a simple open-ended prompt.",openai:gpt-4.1-mini
Write something about a day,text-generation,low,UNCLEAR,low,A vague request to write about a day is straightforward and open-ended with minimal constraints.,openai:gpt-4.1-mini
Write something about a place you like,text-generation,low,UNCLEAR,low,"Writing about a place you like is a simple, open-ended prompt with no complex requirements.",openai:gpt-4.1-mini
Write something about anything,text-generation,low,UNCLEAR,low,Writing about anything is very open-ended and simple with no constraints or complexity.,openai:gpt-4.1-mini
Write something about food,text-generation,low,UNCLEAR,low,"Writing about food is a straightforward, open-ended prompt with minimal complexity.",openai:gpt-4.1-mini
Write something about meetings,text-generation,low,PARTIAL,mid,"Writing about meetings is a simple, open-ended prompt without complex instructions.",openai:gpt-4.1-mini
Write something about project delays,text-generation,low,PARTIAL,mid,Writing about project delays is a straightforward topic without additional constraints or complexity.,openai:gpt-4.1-mini
Write something about systems failing,text-generation,low,PARTIAL,high,Writing about systems failing is a simple open-ended prompt with no complex requirements.,openai:gpt-4.1-mini
Write something complex about systems,text-generation,mid,PARTIAL,high,"The prompt requests writing something complex about systems, implying moderate reasoning and complexity beyond a simple description.",openai:gpt-4.1-mini
Write something simple,text-generation,low,UNCLEAR,low,The prompt is a very simple and vague text generation request with no constraints or complexity.,openai:gpt-4.1-mini
Write something that implements a design pattern for managing state.,code-generation,mid,PARTIAL,mid,"Implementing a design pattern for managing state requires understanding of design patterns and some moderate coding complexity, but it is a bounded coding task.",openai:gpt-4.1-mini
Write something without topic,text-generation,low,UNCLEAR,low,"The prompt is a vague, simple text generation request without constraints or complexity.",openai:gpt-4.1-mini
"You are comparing two job offers. Job A pays $72,000 per year with a 5% annual raise and no bonus. Job B pays $65,000 per year with a 10% annual raise and a $3,000 signing bonus. After how many years does Job B's cumulative earnings overtake Job A's cumulative earnings? Show the year-by-year comparison and reason through when the crossover happens.",reasoning,mid,CLEAR,mid,"The prompt requires multi-step reasoning with calculations and comparison over multiple years, but it is a well-defined bounded problem.",openai:gpt-4.1-mini
You have 9 balls that look identical. One is slightly heavier. You have a balance scale and can only make 2 weighings. How do you identify the heavy ball? Describe the decision tree and explain why 3 groups of 3 is the optimal first move.,reasoning,mid,CLEAR,mid,"The prompt requires reasoning about an optimal strategy and explaining a decision tree, involving multiple steps but not system-level design.",openai:gpt-4.1-mini
"You have a 3-litre jug and a 5-litre jug with no markings, and an unlimited water supply. How do you measure exactly 4 litres? Describe the logical steps in sequence.",reasoning,mid,CLEAR,low,"The prompt requires logical step-by-step reasoning to solve a classic water jug problem, involving multiple steps but straightforward logic.",openai:gpt-4.1-mini
"You invest $10,000 at 6% annual compound interest. A friend invests $12,000 at 4% annual compound interest. After how many years will your investment first exceed your friend's? Show the compound interest formula applied to both, and reason through the year of crossover.",reasoning,mid,CLEAR,mid,"The prompt requires applying compound interest formulas and reasoning about crossover time, involving multiple calculation steps but bounded scope.",openai:gpt-4.1-mini
You need to seat 4 couples at a circular table such that each person sits next to their partner. How many distinct seating arrangements are there? Explain the circular permutation formula and how the partner constraint reduces the count.,reasoning,mid,CLEAR,mid,"The prompt requires combinatorial reasoning with constraints and explanation of permutation formulas, involving moderate complexity.",openai:gpt-4.1-mini
